Rank,Nome,SMILES,Formula,Score,CNS_MPO,BBB,MW,LogP,TPSA,HBD,HBA,SA_Score,Strain_kcal,N_Sistemas,Sistemas,N_Alertas,Estrategia
426,NZK3a_piperidina_C4_fenilpiperazina,c1cc(N2CCNCC2)ccc1CCCCC1CCCNC1,C19H31N3,0.5783,5.03,ALTA,301.3,2.81,27.3,2,3,3.5,,3,dopaminergico|histaminergico|serotoninergico,1,core+link+pip
427,NZK3a_azanorbornano_C2_fenilpiperazina,c1cc(N2CCNCC2)ccc1CCN1CC2CCC1C2,C18H27N3,0.5782,5.46,ALTA,285.2,2.12,18.5,1,3,4.6,,3,colinergico|dopaminergico|serotoninergico,1,core+link+pip
428,NZK3b_quinuclidinona_C3NH_adamantanamina,NC1(CNCCCC2CN3CCC2CC3=O)CC2CC3CC(C2)CC1C3,C22H37N3O,0.5773,5.37,ALTA,359.3,2.77,58.4,2,3,9.1,,1,serotoninergico,0,core+link+h3sig
429,NZK3c_clorofenilpip_C4_pirrolopiridina,Clc1ccc(N2CCNCC2)cc1CCCCc1cnc2cc[nH]c2c1,C21H25ClN4,0.5772,4.0,ALTA,368.2,4.19,44.0,2,3,3.4,,1,serotoninergico,0,pip+link+indol
430,NZK3c_fenilpiperazina_C4_benzotiofeno,c1cc(CCCCc2ccc3sccc3c2)cc(N2CCNCC2)c1,C22H26N2S,0.5763,3.44,ALTA,350.2,4.88,15.3,1,3,3.2,,2,dopaminergico|serotoninergico,0,pip+link+indol
431,NZK3c_clorofenilpip_C2_benzotiofeno,Clc1ccc(N2CCNCC2)cc1CCc1ccc2sccc2c1,C20H21ClN2S,0.5757,3.51,ALTA,356.1,4.75,15.3,1,3,3.3,,2,dopaminergico|serotoninergico,0,pip+link+indol
432,NZK3b_quinuclidinona_C2OC_ciclopentilpiperazina,O=C1CC2CCN1CC2COCC1CCC(N2CCNCC2)C1,C18H31N3O2,0.5744,6.0,ALTA,321.2,0.94,44.8,1,4,7.5,,0,,0,core+link+h3sig
433,NZK3c_clorofenilpip_C3NH_indol,Clc1ccc(N2CCNCC2)cc1CCCNc1ccc2[nH]ccc2c1,C21H25ClN4,0.5733,3.42,ALTA,368.2,4.28,43.1,3,3,3.4,,2,dopaminergico|serotoninergico,0,pip+link+indol
434,NZK3d_tropanol_C3NH_aminoisoxazol,NC1CC2CCC1CC2OCCCNNc1ccno1,C14H24N4O2,0.5732,5.0,ALTA,280.2,1.51,85.3,3,6,6.2,,1,glutamatergico,0,core+link+nmda
435,NZK3a_3OH_quinuclidina_C2OC_triazinpiperazina,OC1CC2CCN1CC2COCc1ncnc(N2CCNCC2)n1,C16H26N6O2,0.5729,5.5,MÉDIA,334.2,-0.54,86.6,2,8,6.6,,2,colinergico|serotoninergico,0,core+link+pip
436,NZK3a_3OH_quinuclidina_C3NH_triazinpiperazina,OC1CC2CCN1CC2CCCNc1ncnc(N2CCNCC2)n1,C17H29N7O,0.5726,5.0,MÉDIA,347.2,0.13,89.4,3,8,6.6,,3,colinergico|dopaminergico|serotoninergico,0,core+link+pip
437,NZK3a_3OH_quinuclidina_C3NH_pyrimidilpiperazina,OC1CC2CCN1CC2CCCNc1cnc(N2CCNCC2)nc1,C18H30N6O,0.5713,5.0,ALTA,346.2,0.74,76.5,3,7,6.6,,1,serotoninergico,0,core+link+pip
438,NZK3b_quinuclidina_C2OC_adamantanamina,NC1(CCOCC2CC3CCN2CC3)CC2CC3CC(C2)CC1C3,C21H36N2O,0.571,5.29,ALTA,332.3,3.42,38.5,1,3,7.3,,0,,0,core+link+h3sig
439,NZK3a_quinuclidinona_C3NH_fenilpiperazina,O=C1CC2CCN1CC2CCCNc1ccc(N2CCNCC2)cc1,C20H30N4O,0.5707,5.5,ALTA,342.2,2.16,47.6,2,4,5.9,,3,colinergico|dopaminergico|serotoninergico,1,core+link+pip
440,NZK3c_benzisoxazolpip_C3_benzotiofeno,c1cc(CCCc2ccc3sccc3c2)c2onc(N3CCNCC3)c2c1,C22H23N3OS,0.5704,4.06,ALTA,377.2,4.63,41.3,1,5,4.0,,1,serotoninergico,0,pip+link+indol
441,NZK3d_tropanol_C2_oxadiazol_amino,NC1CC2CCC1CC2OCCNc1conn1,C12H20N4O2,0.5703,5.5,ALTA,252.2,1.01,86.2,2,6,6.2,,0,,0,core+link+nmda
442,NZK3d_tropanol_C3_oxadiazol_amino,NC1CC2CCC1CC2OCCCNc1conn1,C13H22N4O2,0.5701,5.5,ALTA,266.2,1.4,86.2,2,6,6.2,,0,,0,core+link+nmda
443,NZK3a_tropanol_C3NH_pyrimidilpiperazina,NC1CC2CCC1CC2OCCCNc1cnc(N2CCNCC2)nc1,C19H32N6O,0.5698,5.0,ALTA,360.3,1.22,88.3,3,7,6.7,,1,serotoninergico,0,core+link+pip
444,NZK3c_clorofenilpip_C3_benzotiofeno,Clc1ccc(N2CCNCC2)cc1CCCc1ccc2sccc2c1,C21H23ClN2S,0.5698,3.31,ALTA,370.1,5.14,15.3,1,3,3.3,,2,dopaminergico|serotoninergico,0,pip+link+indol
445,NZK3d_tropanol_C4_oxadiazol_amino,NC1CC2CCC1CC2OCCCCNc1conn1,C14H24N4O2,0.5698,5.5,ALTA,280.2,1.79,86.2,2,6,6.2,,0,,0,core+link+nmda
446,NZK3c_clorofenilpip_C4_indol,Clc1ccc(N2CCNCC2)cc1CCCCc1ccc2[nH]ccc2c1,C22H26ClN3,0.5696,3.33,ALTA,367.2,4.8,31.1,2,2,3.4,,2,dopaminergico|serotoninergico,0,pip+link+indol
447,NZK3b_3OH_quinuclidina_C2_ciclopentilpiperazina,OC1CC2CCN1CC2CCC1CCC(N2CCNCC2)C1,C18H33N3O,0.5695,5.47,ALTA,307.3,1.5,38.7,2,4,8.3,,0,,0,core+link+h3sig
448,NZK3a_quinuclidina_C2_fenilpiperazina,c1cc(N2CCNCC2)ccc1CCC1CC2CCN1CC2,C19H29N3,0.5694,5.46,ALTA,299.2,2.51,18.5,1,3,4.1,,2,dopaminergico|serotoninergico,1,core+link+pip
449,NZK3b_3OH_quinuclidina_C2OC_piperidinimidazol,OC1CC2CCN1CC2COCc1cn(C2CCNCC2)cn1,C17H28N4O2,0.5692,5.5,ALTA,320.2,0.98,62.5,2,6,6.5,,0,,0,core+link+h3sig
450,NZK3b_3OH_quinuclidina_C3_ciclopentilpiperazina,OC1CC2CCN1CC2CCCC1CCC(N2CCNCC2)C1,C19H35N3O,0.569,5.47,ALTA,321.3,1.89,38.7,2,4,8.3,,0,,0,core+link+h3sig
451,NZK3b_3OH_quinuclidina_C4_ciclopentilpiperazina,OC1CC2CCN1CC2CCCCC1CCC(N2CCNCC2)C1,C20H37N3O,0.569,5.47,ALTA,335.3,2.28,38.7,2,4,8.3,,0,,0,core+link+h3sig
452,NZK3b_tropanol_C2_ciclopentilpiperazina,NC1CC2CCC1CC2OCCC1CCC(N2CCNCC2)C1,C19H35N3O,0.5687,5.5,ALTA,321.3,1.98,50.5,2,4,8.3,,0,,0,core+link+h3sig
453,NZK3d_tropanol_C2_pirazina_amida,NC1CC2CCC1CC2OCCNC(=O)c1cnccn1,C15H22N4O2,0.5679,5.5,BAIXA,290.2,0.74,90.1,2,5,6.2,,3,dopaminergico|glutamatergico|pde,0,core+link+nmda
454,NZK3d_3OH_quinuclidina_C3NH_pirazina_amida,O=C(NNCCCC1CN2CCC1CC2O)c1cnccn1,C15H23N5O2,0.5673,4.99,BAIXA,305.2,0.15,90.4,3,6,6.2,,4,colinergico|dopaminergico|glutamatergico|serotoninergico,0,core+link+nmda
455,NZK3a_tropanol_C3NH_benzisoxazolpip,NC1CC2CCC1CC2OCCCNc1ccc2c(N3CCNCC3)noc2c1,C22H33N5O2,0.5663,4.68,ALTA,399.3,2.57,88.6,3,7,7.6,,2,colinergico|serotoninergico,0,core+link+pip
456,NZK3c_clorofenilpip_C4_benzotiofeno,Clc1ccc(N2CCNCC2)cc1CCCCc1ccc2sccc2c1,C22H25ClN2S,0.5656,3.21,ALTA,384.1,5.53,15.3,1,3,3.4,,2,dopaminergico|serotoninergico,0,pip+link+indol
457,NZK3b_azanorbornano_C2OC_adamantanamina,NC1(CCOCN2CC3CCC2C3)CC2CC3CC(C2)CC1C3,C20H34N2O,0.5654,5.33,ALTA,318.3,3.38,38.5,1,3,7.8,,0,,0,core+link+h3sig
458,NZK3b_azanorbornano_C3NH_adamantanamina,NC1(CNCCCN2CC3CCC2C3)CC2CC3CC(C2)CC1C3,C21H37N3,0.5644,5.25,ALTA,331.3,2.99,41.3,2,3,7.8,,0,,0,core+link+h3sig
459,NZK3a_azanorbornano_C3_fenilpiperazina,c1cc(N2CCNCC2)ccc1CCCN1CC2CCC1C2,C19H29N3,0.5635,5.46,ALTA,299.2,2.51,18.5,1,3,4.6,,2,dopaminergico|serotoninergico,1,core+link+pip
460,NZK3d_3OH_quinuclidina_C2OC_glicinamida,NC(=O)CNCOCC1CN2CCC1CC2O,C11H21N3O3,0.5634,5.0,MÉDIA,243.2,-1.3,87.8,3,5,6.1,,2,colinergico|dopaminergico,0,core+link+nmda
461,NZK3a_quinuclidina_C3_fenilpiperazina,c1cc(N2CCNCC2)ccc1CCCC1CC2CCN1CC2,C20H31N3,0.563,5.26,ALTA,313.3,2.9,18.5,1,3,4.1,,2,dopaminergico|serotoninergico,1,core+link+pip
462,NZK3b_quinuclidinona_C2_adamantanamina,NC1(CCCC2CN3CCC2CC3=O)CC2CC3CC(C2)CC1C3,C21H34N2O,0.5626,5.18,ALTA,330.3,3.57,46.3,1,2,8.9,,2,colinergico|serotoninergico,0,core+link+h3sig
463,NZK3d_3OH_quinuclidina_C2OC_oxadiazol_amino,OC1CC2CCN1CC2COCNc1conn1,C11H18N4O3,0.5616,5.5,MÉDIA,254.1,0.12,83.7,2,7,6.2,,1,colinergico,0,core+link+nmda
464,NZK3b_quinuclidina_C3NH_fenoxipiperidina,c1cc(OC2CCNCC2)ccc1NCCCC1CC2CCN1CC2,C21H33N3O,0.5608,4.67,ALTA,343.3,3.49,36.5,2,4,4.1,,3,dopaminergico|histaminergico|serotoninergico,1,core+link+h3sig
465,NZK3a_quinuclidina_C3NH_fenilpiperazina,c1cc(N2CCNCC2)ccc1NCCCC1CC2CCN1CC2,C20H32N4,0.5605,5.13,ALTA,328.3,2.77,30.5,2,4,4.1,,2,dopaminergico|serotoninergico,1,core+link+pip
466,NZK3c_clorofenilpip_C3NH_benzotiofeno,Clc1ccc(N2CCNCC2)cc1CCCNc1ccc2sccc2c1,C21H24ClN3S,0.5604,3.0,ALTA,385.1,5.01,27.3,2,4,3.4,,2,dopaminergico|serotoninergico,0,pip+link+indol
467,NZK3c_benzisoxazolpip_C4_benzotiofeno,c1cc(CCCCc2ccc3sccc3c2)c2onc(N3CCNCC3)c2c1,C23H25N3OS,0.5597,3.78,ALTA,391.2,5.02,41.3,1,5,4.2,,1,serotoninergico,0,pip+link+indol
468,NZK3b_quinuclidina_C3NH_adamantanamina,NC1(CNCCCC2CC3CCN2CC3)CC2CC3CC(C2)CC1C3,C22H39N3,0.5594,4.87,ALTA,345.3,3.38,41.3,2,3,7.3,,0,,0,core+link+h3sig
469,NZK3a_3OH_quinuclidina_C2_fenilpiperazina,OC1CC2CCN1CC2CCc1ccc(N2CCNCC2)cc1,C19H29N3O,0.559,5.47,ALTA,315.2,1.69,38.7,2,4,6.5,,3,colinergico|dopaminergico|serotoninergico,1,core+link+pip
470,NZK3a_azanorbornano_C3NH_fenilpiperazina,c1cc(N2CCNCC2)ccc1NCCCN1CC2CCC1C2,C19H30N4,0.5589,5.26,ALTA,314.2,2.38,30.5,2,4,4.6,,2,dopaminergico|serotoninergico,1,core+link+pip
471,NZK3a_tropanol_C2OC_pyrimidilpiperazina,NC1CC2CCC1CC2OCOCc1cnc(N2CCNCC2)nc1,C18H29N5O2,0.5585,5.5,MÉDIA,347.2,0.89,85.5,2,7,6.6,,1,serotoninergico,0,core+link+pip
472,NZK3a_3OH_quinuclidina_C2OC_fenilpiperazina,OC1CC2CCN1CC2COCc1ccc(N2CCNCC2)cc1,C19H29N3O2,0.5584,5.5,ALTA,331.2,1.27,48.0,2,5,6.6,,3,colinergico|dopaminergico|serotoninergico,1,core+link+pip
473,NZK3a_tropanol_C2_triazinpiperazina,NC1CC2CCC1CC2OCCc1ncnc(N2CCNCC2)n1,C17H28N6O,0.5576,5.5,MÉDIA,332.2,0.36,89.2,2,7,6.6,,1,serotoninergico,0,core+link+pip
474,NZK3a_tropanol_C3_triazinpiperazina,NC1CC2CCC1CC2OCCCc1ncnc(N2CCNCC2)n1,C18H30N6O,0.5576,5.5,MÉDIA,346.2,0.75,89.2,2,7,6.6,,1,serotoninergico,0,core+link+pip
475,NZK3a_3OH_quinuclidina_C3_fenilpiperazina,OC1CC2CCN1CC2CCCc1ccc(N2CCNCC2)cc1,C20H31N3O,0.5574,5.47,ALTA,329.2,2.08,38.7,2,4,6.6,,3,colinergico|dopaminergico|serotoninergico,1,core+link+pip
476,NZK3a_3OH_quinuclidina_C4_fenilpiperazina,OC1CC2CCN1CC2CCCCc1ccc(N2CCNCC2)cc1,C21H33N3O,0.5571,5.47,ALTA,343.3,2.47,38.7,2,4,6.6,,3,colinergico|dopaminergico|serotoninergico,1,core+link+pip
477,NZK3a_azanorbornano_C2OC_fenilpiperazina,c1cc(N2CCNCC2)ccc1COCN1CC2CCC1C2,C18H27N3O,0.5553,5.69,ALTA,301.2,2.06,27.7,1,4,4.6,,1,serotoninergico,1,core+link+pip
478,NZK3c_benzisoxazolpip_C3NH_benzotiofeno,c1cc(CCCNc2ccc3sccc3c2)c2onc(N3CCNCC3)c2c1,C22H24N4OS,0.5529,3.52,ALTA,392.2,4.5,53.3,2,6,4.2,,1,serotoninergico,0,pip+link+indol
479,NZK3a_quinuclidina_C4_fenilpiperazina,c1cc(N2CCNCC2)ccc1CCCCC1CC2CCN1CC2,C21H33N3,0.5524,4.92,ALTA,327.3,3.29,18.5,1,3,4.1,,2,dopaminergico|serotoninergico,1,core+link+pip
480,NZK3b_3OH_quinuclidina_C2OC_adamantanamina,NC1(CCOCC2CN3CCC2CC3O)CC2CC3CC(C2)CC1C3,C21H36N2O2,0.5516,5.45,ALTA,348.3,2.6,58.7,2,4,9.7,,0,,0,core+link+h3sig
481,NZK3b_azanorbornano_C3NH_fenoxipiperidina,c1cc(OC2CCNCC2)ccc1NCCCN1CC2CCC1C2,C20H31N3O,0.5515,5.06,ALTA,329.2,3.1,36.5,2,4,4.6,,2,dopaminergico|histaminergico,1,core+link+h3sig
482,NZK3b_quinuclidinona_C3_adamantanamina,NC1(CCCCC2CN3CCC2CC3=O)CC2CC3CC(C2)CC1C3,C22H36N2O,0.5506,4.79,ALTA,344.3,3.96,46.3,1,2,8.9,,2,colinergico|serotoninergico,0,core+link+h3sig
483,NZK3d_3OH_quinuclidina_C3NH_oxadiazol_amino,OC1CC2CCN1CC2CCCNNc1conn1,C12H21N5O2,0.5458,5.0,MÉDIA,267.2,0.43,86.5,3,7,6.2,,1,colinergico,0,core+link+nmda
484,NZK3a_3OH_quinuclidina_C3NH_fenilpiperazina,OC1CC2CCN1CC2CCCNc1ccc(N2CCNCC2)cc1,C20H32N4O,0.5443,5.0,ALTA,344.3,1.95,50.8,3,5,6.6,,3,colinergico|dopaminergico|serotoninergico,1,core+link+pip
485,NZK3b_3OH_quinuclidina_C2OC_ciclopentilpiperazina,OC1CC2CCN1CC2COCC1CCC(N2CCNCC2)C1,C18H33N3O2,0.544,5.5,ALTA,323.3,0.74,48.0,2,5,8.3,,0,,0,core+link+h3sig
486,NZK3a_tropanol_C2_fenilpiperazina,NC1CC2CCC1CC2OCCc1ccc(N2CCNCC2)cc1,C20H31N3O,0.5432,5.5,ALTA,329.2,2.17,50.5,2,4,6.6,,2,colinergico|serotoninergico,1,core+link+pip
487,NZK3a_azanorbornano_C4_fenilpiperazina,c1cc(N2CCNCC2)ccc1CCCCN1CC2CCC1C2,C20H31N3,0.543,5.26,ALTA,313.3,2.9,18.5,1,3,4.6,,1,serotoninergico,1,core+link+pip
488,NZK3d_tropanol_C2OC_pirazina_amida,NC1CC2CCC1CC2OCOCNC(=O)c1cnccn1,C15H22N4O3,0.5428,5.19,BAIXA,306.2,0.67,99.4,2,6,6.2,,2,glutamatergico|pde,0,core+link+nmda
489,NZK3a_tropanol_C2OC_fenilpiperazina,NC1CC2CCC1CC2OCOCc1ccc(N2CCNCC2)cc1,C20H31N3O2,0.5426,5.5,ALTA,345.2,2.1,59.8,2,5,6.6,,2,colinergico|serotoninergico,1,core+link+pip
490,NZK3a_tropanol_C3_fenilpiperazina,NC1CC2CCC1CC2OCCCc1ccc(N2CCNCC2)cc1,C21H33N3O,0.5422,5.47,ALTA,343.3,2.56,50.5,2,4,6.6,,2,colinergico|serotoninergico,1,core+link+pip
491,NZK3b_3OH_quinuclidina_C3NH_fenoxipiperidina,OC1CC2CCN1CC2CCCNc1ccc(OC2CCNCC2)cc1,C21H33N3O2,0.5405,4.92,ALTA,359.3,2.67,56.8,3,5,6.7,,3,colinergico|dopaminergico|serotoninergico,1,core+link+h3sig
492,NZK3b_3OH_quinuclidina_C3NH_adamantanamina,NC1(CNCCCC2CN3CCC2CC3O)CC2CC3CC(C2)CC1C3,C22H39N3O,0.5365,4.96,ALTA,361.3,2.56,61.5,3,4,9.8,,0,,0,core+link+h3sig
493,NZK3b_quinuclidinona_C4_adamantanamina,NC1(CCCCCC2CN3CCC2CC3=O)CC2CC3CC(C2)CC1C3,C23H38N2O,0.5363,4.4,ALTA,358.3,4.35,46.3,1,2,9.1,,2,colinergico|serotoninergico,0,core+link+h3sig
494,NZK3b_3OH_quinuclidina_C2_adamantanamina,NC1(CCCC2CN3CCC2CC3O)CC2CC3CC(C2)CC1C3,C21H36N2O,0.5353,4.89,ALTA,332.3,3.36,49.5,2,3,9.7,,0,,0,core+link+h3sig
495,NZK3a_tropanol_C4_fenilpiperazina,NC1CC2CCC1CC2OCCCCc1ccc(N2CCNCC2)cc1,C22H35N3O,0.5347,5.27,ALTA,357.3,2.95,50.5,2,4,6.7,,2,colinergico|serotoninergico,1,core+link+pip
496,NZK3b_3OH_quinuclidina_C3NH_ciclopentilpiperazina,OC1CC2CCN1CC2CCCNC1CCC(N2CCNCC2)C1,C19H36N4O,0.5296,5.0,ALTA,336.3,0.84,50.8,3,5,8.3,,0,,0,core+link+h3sig
497,NZK3d_tropanol_C3NH_pirazina_amida,NC1CC2CCC1CC2OCCCNNC(=O)c1cnccn1,C16H25N5O2,0.5251,4.59,BAIXA,319.2,0.63,102.2,3,6,6.2,,2,glutamatergico|pde,0,core+link+nmda
498,NZK3d_3OH_quinuclidina_C3NH_glicinamida,NC(=O)CNNCCCC1CN2CCC1CC2O,C12H24N4O2,0.524,4.98,BAIXA,256.2,-0.99,90.6,4,5,6.1,,3,colinergico|dopaminergico|serotoninergico,0,core+link+nmda
499,NZK3a_tropanol_C2OC_triazinpiperazina,NC1CC2CCC1CC2OCOCc1ncnc(N2CCNCC2)n1,C17H28N6O2,0.5228,5.22,BAIXA,348.2,0.29,98.4,2,8,6.6,,1,serotoninergico,0,core+link+pip
500,NZK3b_azanorbornano_C2_adamantanamina,NC1(CCCN2CC3CCC2C3)CC2CC3CC(C2)CC1C3,C20H34N2,0.5212,4.69,ALTA,302.3,3.79,29.3,1,2,7.8,,0,,0,core+link+h3sig
501,NZK3b_quinuclidina_C2_adamantanamina,NC1(CCCC2CC3CCN2CC3)CC2CC3CC(C2)CC1C3,C21H36N2,0.5163,4.3,ALTA,316.3,4.18,29.3,1,2,7.3,,0,,0,core+link+h3sig
502,NZK3a_tropanol_C3NH_fenilpiperazina,NC1CC2CCC1CC2OCCCNc1ccc(N2CCNCC2)cc1,C21H34N4O,0.5138,5.0,ALTA,358.3,2.43,62.5,3,5,6.7,,1,serotoninergico,1,core+link+pip
503,NZK3d_tropanol_C2OC_oxadiazol_amino,NC1CC2CCC1CC2OCOCNc1conn1,C12H20N4O3,0.5121,5.32,BAIXA,268.2,0.95,95.4,2,7,6.2,,0,,0,core+link+nmda
504,NZK3d_tropanol_C2OC_glicinamida,NC(=O)CNCOCOC1CC2CCC1CC2N,C12H23N3O3,0.5102,4.68,BAIXA,257.2,-0.47,99.6,3,5,6.1,,1,noradrenergico,0,core+link+nmda
505,NZK3b_azanorbornano_C3_adamantanamina,NC1(CCCCN2CC3CCC2C3)CC2CC3CC(C2)CC1C3,C21H36N2,0.5097,4.3,ALTA,316.3,4.18,29.3,1,2,7.8,,0,,0,core+link+h3sig
506,NZK3b_quinuclidina_C3_adamantanamina,NC1(CCCCC2CC3CCN2CC3)CC2CC3CC(C2)CC1C3,C22H38N2,0.5053,3.94,ALTA,330.3,4.58,29.3,1,2,7.3,,0,,0,core+link+h3sig
507,NZK3d_tropanol_C2_glicinamida,NC(=O)CNCCOC1CC2CCC1CC2N,C12H23N3O2,0.5053,4.99,BAIXA,241.2,-0.41,90.4,3,4,6.1,,0,,0,core+link+nmda
508,NZK3d_tropanol_C3_glicinamida,NC(=O)CNCCCOC1CC2CCC1CC2N,C13H25N3O2,0.5049,4.99,BAIXA,255.2,-0.02,90.4,3,4,6.1,,0,,0,core+link+nmda
509,NZK3d_tropanol_C4_glicinamida,NC(=O)CNCCCCOC1CC2CCC1CC2N,C14H27N3O2,0.5047,4.99,BAIXA,269.2,0.37,90.4,3,4,6.1,,0,,0,core+link+nmda
510,NZK3a_tropanol_C3NH_triazinpiperazina,NC1CC2CCC1CC2OCCCNc1ncnc(N2CCNCC2)n1,C18H31N7O,0.5033,4.62,BAIXA,361.3,0.62,101.2,3,8,6.8,,1,serotoninergico,0,core+link+pip
511,NZK3b_quinuclidina_C4_adamantanamina,NC1(CCCCCC2CC3CCN2CC3)CC2CC3CC(C2)CC1C3,C23H40N2,0.4994,3.75,ALTA,344.3,4.96,29.3,1,2,7.3,,0,,0,core+link+h3sig
512,NZK3b_azanorbornano_C4_adamantanamina,NC1(CCCCCN2CC3CCC2C3)CC2CC3CC(C2)CC1C3,C22H38N2,0.4987,3.94,ALTA,330.3,4.58,29.3,1,2,7.8,,0,,0,core+link+h3sig
513,NZK3b_3OH_quinuclidina_C3_adamantanamina,NC1(CCCCC2CN3CCC2CC3O)CC2CC3CC(C2)CC1C3,C22H38N2O,0.4974,4.5,ALTA,346.3,3.75,49.5,2,3,9.7,,0,,0,core+link+h3sig
514,NZK3d_tropanol_C3NH_oxadiazol_amino,NC1CC2CCC1CC2OCCCNNc1conn1,C13H23N5O2,0.4945,4.73,BAIXA,281.2,0.91,98.2,3,7,6.2,,0,,0,core+link+nmda
515,NZK3b_tropanol_C2_adamantanamina,NC1CC2CCC1CC2OCCCC1(N)CC2CC3CC(C2)CC1C3,C22H38N2O,0.4907,4.41,ALTA,346.3,3.84,61.3,2,3,9.7,,0,,0,core+link+h3sig
516,NZK3b_3OH_quinuclidina_C4_adamantanamina,NC1(CCCCCC2CN3CCC2CC3O)CC2CC3CC(C2)CC1C3,C23H40N2O,0.4844,4.11,ALTA,360.3,4.14,49.5,2,3,9.8,,0,,0,core+link+h3sig
517,NZK3d_tropanol_C3NH_glicinamida,NC(=O)CNNCCCOC1CC2CCC1CC2N,C13H26N4O2,0.4664,4.59,BAIXA,270.2,-0.51,102.4,4,5,6.1,,0,,0,core+link+nmda
